,0
551,246
552,238
553,144
554,45
555,145
556,39
557,162
558,68
559,246
560,153
561,188
562,164
563,61
564,193
565,24
566,156
567,7
568,37
569,30
570,62
571,25
572,36
573,165
574,186
575,35
576,220
577,26
578,118
579,83
580,189
581,176
582,95
583,136
584,44
585,254
586,184
587,166
588,58
589,150
590,122
591,214
592,9
593,193
594,208
595,182
596,202
597,44
598,183
599,164
600,197
601,35
602,250
603,136
604,35
605,134
606,162
607,43
608,199
609,142
610,242
611,70
612,15
613,254
614,16
615,149
616,95
617,156
618,139
619,238
620,25
621,183
622,34
623,65
624,153
625,178
626,156
627,224
628,95
629,4
630,129
631,2
632,162
633,53
634,176
635,56
636,31
637,32
638,5
639,206
640,69
641,75
642,135
643,175
644,245
645,178
646,36
647,4
648,29
649,163
650,225
651,81
652,203
653,163
654,163
655,191
656,132
657,142
658,127
659,225
660,235
661,217
662,139
663,223
664,123
665,21
666,250
667,53
668,68
669,54
670,92
671,9
672,156
673,18
674,22
675,36
676,47
677,225
678,46
679,206
680,54
681,87
682,124
683,124
684,248
685,131
686,100
687,55
688,163
689,165
690,34
691,96
692,238
693,225
694,244
695,0
696,7
697,40
698,118
699,112
700,24
701,129
702,85
703,70
704,222
705,248
706,133
707,87
708,136
709,236
710,45
711,24
712,50
713,197
714,241
715,46
716,42
717,170
718,13
719,209
720,194
721,63
722,128
723,13
724,247
725,88
726,201
727,138
728,181
729,187
730,104
731,12
732,65
733,75
734,175
735,210
736,50
737,18
738,96
739,19
740,121
741,149
742,85
743,155
744,29
745,176
746,252
747,25
748,121
749,122
750,55
751,167
752,62
753,220
754,139
755,182
756,99
757,102
758,217
759,153
760,18
761,102
762,9
763,206
764,60
765,137
766,244
767,24
768,39
769,151
770,47
771,232
772,200
773,36
774,195
775,80
776,58
777,124
778,183
779,14
780,232
781,78
782,177
783,24
784,22
785,123
786,56
787,244
788,100
789,234
790,129
791,68
792,89
793,232
794,118
795,149
796,197
797,108
798,92
799,186
800,248
801,59
802,168
803,40
804,198
805,25
806,93
807,98
808,139
809,197
810,53
811,150
812,222
813,129
814,37
815,231
816,98
817,40
818,114
819,204
820,169
821,199
822,128
823,102
824,35
825,41
826,129
827,254
828,226
829,21
830,111
831,35
832,79
833,112
834,188
835,248
836,154
837,240
838,130
839,236
840,103
841,4
842,55
843,138
844,183
845,54
846,121
847,53
848,228
849,160
850,52
851,175
852,69
853,198
854,232
855,53
856,149
857,169
858,107
859,37
860,81
861,133
862,232
863,145
864,132
865,234
866,157
867,228
868,131
869,110
870,186
871,185
872,123
873,185
874,45
875,74
876,2
877,58
878,226
879,247
880,77
881,142
882,1
883,98
884,13
885,95
886,152
887,26
888,239
889,198
890,248
891,200
892,228
893,207
894,29
895,204
896,217
897,232
898,129
899,190
900,81
901,48
902,76
903,133
904,43
905,28
906,116
907,226
908,143
909,28
910,235
911,206
912,116
913,116
914,102
915,178
916,120
917,162
918,122
919,119
920,228
921,209
922,2
923,234
924,1
925,165
926,53
927,159
928,209
929,121
930,53
931,125
932,108
933,102
934,123
935,250
936,67
937,4
938,95
939,36
940,100
941,68
942,116
943,151
944,59
945,5
946,188
947,54
948,164
949,115
950,233
951,88
952,183
953,239
954,218
955,74
956,222
957,41
958,167
959,226
960,23
961,21
962,224
963,5
964,29
965,64
966,250
967,194
968,222
969,186
970,191
971,90
972,92
973,94
974,70
975,112
976,180
977,36
978,59
979,209
980,30
981,22
982,191
983,168
984,113
985,233
986,194
987,254
988,177
989,2
990,134
991,118
992,115
993,161
994,245
995,79
996,166
997,95
998,225
999,168
1000,65
1001,169
1002,60
1003,155
1004,15
1005,138
1006,214
1007,40
1008,212
1009,237
1010,254
1011,220
1012,62
1013,178
1014,161
1015,120
1016,2
1017,71
1018,219
1019,16
1020,138
1021,118
1022,143
1023,88
1024,68
1025,63
1026,245
1027,170
1028,188
1029,54
1030,209
1031,237
1032,198
1033,128
1034,229
1035,215
1036,56
1037,242
1038,133
1039,131
1040,213
1041,60
1042,82
1043,113
1044,64
1045,192
1046,90
1047,145
1048,212
1049,67
1050,44
1051,233
1052,207
1053,60
1054,104
1055,108
1056,242
1057,129
1058,199
1059,142
1060,113
1061,100
1062,53
1063,192
1064,244
1065,157
1066,216
1067,90
1068,49
1069,210
1070,125
1071,119
1072,130
1073,62
1074,227
1075,54
1076,109
1077,249
1078,8
1079,77
1080,9
1081,131
1082,151
1083,167
1084,234
1085,26
1086,121
1087,86
1088,187
1089,46
1090,246
1091,226
1092,151
1093,143
1094,209
1095,20
1096,87
1097,12
1098,156
1099,129
1100,230
1101,242
1102,144
1103,137
1104,100
1105,158
1106,109
1107,189
1108,143
1109,251
1110,58
1111,149
1112,140
1113,93
1114,146
1115,117
1116,242
1117,61
1118,181
1119,144
1120,201
1121,188
1122,95
1123,170
1124,76
1125,165
1126,203
1127,65
1128,39
1129,147
1130,174
1131,227
1132,187
1133,79
1134,246
1135,57
1136,40
1137,208
1138,26
1139,227
1140,88
1141,25
1142,129
1143,144
1144,238
1145,7
1146,7
1147,222
1148,69
1149,57
1150,204
1151,197
1152,140
1153,8
1154,211
1155,0
1156,99
1157,82
1158,200
1159,213
1160,62
1161,31
1162,29
1163,186
1164,5
1165,61
1166,152
1167,69
1168,179
1169,187
1170,51
1171,233
1172,235
1173,239
1174,204
1175,124
1176,60
1177,25
1178,73
1179,253
1180,72
1181,126
1182,11
1183,173
1184,22
1185,200
1186,32
1187,21
1188,137
1189,78
1190,124
1191,121
1192,174
1193,94
1194,43
1195,207
1196,181
1197,142
1198,44
1199,213
