,0
1028,230
1029,170
1030,20
1031,140
1032,29
1033,6
1034,202
1035,27
1036,105
1037,53
1038,21
1039,238
1040,183
1041,2
1042,76
1043,182
1044,82
1045,175
1046,19
1047,204
1048,98
1049,192
1050,242
1051,245
1052,143
1053,202
1054,111
1055,96
1056,15
1057,173
1058,195
1059,104
1060,86
1061,106
1062,175
1063,128
1064,19
1065,188
1066,213
1067,111
1068,63
1069,239
1070,79
1071,63
1072,61
1073,251
1074,45
1075,165
1076,81
1077,15
1078,25
1079,27
1080,55
1081,112
1082,253
1083,220
1084,52
1085,92
1086,84
1087,181
1088,181
1089,165
1090,210
1091,43
1092,106
1093,191
1094,22
1095,197
1096,155
1097,82
1098,173
1099,242
1100,117
1101,214
1102,162
1103,143
1104,95
1105,2
1106,97
1107,159
1108,38
1109,105
1110,121
1111,73
1112,96
1113,72
1114,13
1115,88
1116,181
1117,232
1118,47
1119,38
1120,105
1121,130
1122,164
1123,76
1124,69
1125,133
1126,162
1127,31
1128,252
1129,52
1130,142
1131,22
1132,241
1133,100
1134,47
1135,59
1136,233
1137,173
1138,197
1139,82
1140,137
1141,252
1142,153
1143,56
1144,81
1145,151
1146,244
1147,170
1148,31
1149,156
1150,107
1151,142
1152,113
1153,81
1154,140
1155,9
1156,161
1157,186
1158,155
1159,18
1160,220
1161,136
1162,106
1163,218
1164,167
1165,136
1166,226
1167,254
1168,243
1169,202
1170,171
1171,152
1172,29
1173,40
1174,26
1175,23
1176,190
1177,109
1178,103
1179,84
1180,13
1181,212
1182,74
1183,245
1184,145
1185,182
1186,45
1187,176
1188,71
1189,114
1190,157
1191,126
1192,138
1193,88
1194,87
1195,18
1196,170
1197,37
1198,92
1199,73
1200,64
1201,169
1202,72
1203,38
1204,34
1205,0
1206,96
1207,241
1208,160
1209,5
1210,0
1211,27
1212,124
1213,104
1214,137
1215,96
1216,177
1217,74
1218,201
1219,166
1220,119
1221,19
1222,77
1223,198
1224,88
1225,170
1226,163
1227,197
1228,102
1229,153
1230,133
1231,209
1232,185
1233,163
1234,195
1235,181
1236,178
1237,127
1238,21
1239,38
1240,81
1241,105
1242,233
1243,196
1244,163
1245,212
1246,242
1247,63
1248,251
1249,115
1250,98
1251,142
1252,40
1253,62
1254,39
1255,218
1256,210
1257,206
1258,190
1259,102
1260,144
1261,249
1262,160
1263,61
1264,94
1265,170
1266,46
1267,223
1268,4
1269,88
1270,78
1271,10
1272,125
1273,234
1274,7
1275,150
1276,160
1277,172
1278,89
1279,215
1280,204
1281,82
1282,191
1283,20
1284,82
1285,169
1286,247
1287,217
1288,117
1289,115
1290,223
1291,169
1292,177
1293,99
1294,210
1295,236
1296,143
1297,197
1298,230
1299,119
1300,216
1301,209
1302,169
1303,187
1304,79
1305,209
1306,233
1307,216
1308,109
1309,133
1310,116
1311,63
1312,32
1313,181
1314,67
1315,76
1316,1
1317,119
1318,206
1319,79
1320,44
1321,225
1322,217
1323,9
1324,47
1325,25
1326,124
1327,150
1328,199
1329,0
1330,76
1331,123
1332,61
1333,47
1334,180
1335,131
1336,80
1337,24
1338,22
1339,189
1340,216
1341,70
1342,215
1343,131
1344,82
1345,204
1346,176
1347,70
1348,117
1349,175
1350,189
1351,51
1352,159
1353,91
1354,30
1355,69
1356,160
1357,13
1358,9
1359,171
1360,163
1361,53
1362,229
1363,231
1364,14
1365,215
1366,66
1367,244
1368,249
1369,71
1370,17
1371,221
1372,140
1373,16
1374,14
1375,66
1376,214
1377,251
1378,182
1379,57
1380,156
1381,3
1382,142
1383,91
1384,96
1385,236
1386,194
1387,77
1388,13
1389,241
1390,253
1391,124
1392,150
1393,152
1394,167
1395,111
1396,97
1397,183
1398,116
1399,104
