,0
371,71
372,104
373,191
374,234
375,1
376,180
377,28
378,139
379,189
380,203
381,108
382,109
383,223
384,80
385,49
386,113
387,103
388,27
389,29
390,16
391,8
392,185
393,31
394,128
395,225
396,56
397,102
398,30
399,75
400,69
401,82
402,30
403,245
404,194
405,141
406,173
407,140
408,214
409,82
410,224
411,150
412,105
413,120
414,54
415,50
416,107
417,106
418,216
419,94
420,234
421,107
422,250
423,246
424,106
425,69
426,235
427,119
428,96
429,130
430,111
431,213
432,72
433,52
434,180
435,126
436,5
437,115
438,130
439,130
440,214
441,126
442,233
443,82
444,133
445,147
446,159
447,239
448,111
449,202
450,238
451,240
452,216
453,50
454,141
455,221
456,240
457,108
458,39
459,159
460,241
461,173
462,163
463,81
464,102
465,238
466,229
467,63
468,238
469,39
470,31
471,29
472,172
473,180
474,187
475,93
476,5
477,93
478,164
479,198
480,27
481,235
482,206
483,25
484,252
485,95
486,157
487,232
488,185
489,13
490,55
491,25
492,120
493,90
494,41
495,206
496,237
497,168
498,135
499,225
500,228
501,82
502,226
503,149
504,252
505,211
506,229
507,219
508,239
509,2
510,165
511,50
512,108
513,56
514,17
515,229
516,50
517,9
518,107
519,169
520,186
521,51
522,125
523,226
524,221
525,18
526,37
527,100
528,109
529,221
530,215
531,68
532,18
533,84
534,179
535,78
536,125
537,66
538,10
539,98
540,108
541,76
542,4
543,246
544,137
545,254
546,140
547,118
548,142
549,109
550,47
551,111
552,138
553,79
554,131
555,72
556,234
557,4
558,27
559,88
560,29
561,124
562,65
563,177
564,166
565,0
566,138
567,102
568,150
569,101
570,92
571,87
572,247
573,246
574,251
575,44
576,179
577,2
578,52
579,228
580,5
581,34
582,183
583,175
584,186
585,66
586,238
587,134
588,125
589,163
590,98
591,173
592,16
593,122
594,44
595,45
596,116
597,141
598,213
599,53
600,220
601,79
602,113
603,126
604,220
605,95
606,229
607,160
608,36
609,83
610,95
611,102
612,140
613,59
614,133
615,224
616,188
617,94
618,5
619,88
620,127
621,211
622,197
623,110
624,14
625,238
626,206
627,248
628,144
629,90
630,154
631,223
632,44
633,219
634,120
635,175
636,188
637,237
638,14
639,150
640,9
641,206
642,215
643,43
644,9
645,207
646,108
647,81
648,227
649,77
650,54
651,25
652,80
653,48
654,75
655,107
656,39
657,23
658,33
659,77
660,225
661,248
662,250
663,108
664,103
665,105
666,183
667,124
668,10
669,18
670,196
671,231
672,216
673,21
674,174
675,234
676,14
677,175
678,125
679,106
680,1
681,193
682,179
683,136
684,222
685,175
686,218
687,164
688,241
689,77
690,52
691,120
692,217
693,145
694,231
695,196
696,19
697,65
698,22
699,173
700,239
701,54
702,230
703,24
704,254
705,184
706,183
707,12
708,134
709,143
710,57
711,131
712,147
713,97
714,161
715,85
716,42
717,76
718,75
719,44
720,21
721,66
722,123
723,89
724,114
725,114
726,13
727,89
728,51
729,27
730,37
731,248
732,41
733,162
734,90
735,0
736,136
737,52
738,246
739,101
740,126
741,154
742,53
743,140
744,38
745,34
746,179
747,34
748,107
749,98
750,223
751,198
752,108
753,249
754,226
755,228
756,133
757,115
758,114
759,27
760,73
761,110
762,187
763,60
764,141
765,148
766,211
767,62
768,93
769,22
770,7
771,23
772,89
773,187
774,186
775,139
776,45
777,183
778,135
779,185
780,63
781,29
782,217
783,165
784,143
785,19
786,55
787,46
788,161
789,87
790,254
791,223
792,87
793,69
794,57
795,185
796,174
797,4
798,138
799,30
