,0
1102,197
1103,50
1104,182
1105,107
1106,104
1107,146
1108,139
1109,194
1110,147
1111,180
1112,231
1113,249
1114,91
1115,140
1116,7
1117,233
1118,37
1119,191
1120,1
1121,22
1122,0
1123,220
1124,158
1125,245
1126,204
1127,151
1128,232
1129,77
1130,243
1131,221
1132,222
1133,91
1134,92
1135,95
1136,204
1137,178
1138,74
1139,133
1140,63
1141,156
1142,19
1143,157
1144,234
1145,174
1146,173
1147,29
1148,88
1149,248
1150,55
1151,80
1152,155
1153,99
1154,204
1155,221
1156,120
1157,215
1158,137
1159,180
1160,89
1161,197
1162,230
1163,20
1164,165
1165,1
1166,119
1167,226
1168,20
1169,149
1170,224
1171,171
1172,34
1173,239
1174,35
1175,75
1176,169
1177,164
1178,84
1179,95
1180,156
1181,8
1182,87
1183,133
1184,125
1185,248
1186,151
1187,189
1188,48
1189,97
1190,55
1191,247
1192,19
1193,157
1194,223
1195,108
1196,105
1197,180
1198,199
1199,98
1200,98
1201,53
1202,235
1203,66
1204,104
1205,32
1206,49
1207,155
1208,145
1209,45
1210,122
1211,130
1212,67
1213,231
1214,105
1215,57
1216,196
1217,252
1218,60
1219,178
1220,211
1221,243
1222,183
1223,248
1224,86
1225,118
1226,147
1227,200
1228,100
1229,70
1230,195
1231,29
1232,86
1233,115
1234,116
1235,193
1236,45
1237,114
1238,8
1239,11
1240,245
1241,85
1242,208
1243,184
1244,14
1245,181
1246,89
1247,69
1248,43
1249,127
1250,182
1251,96
1252,15
1253,21
1254,122
1255,186
1256,254
1257,229
1258,160
1259,40
1260,115
1261,82
1262,254
1263,67
1264,50
1265,19
1266,65
1267,189
1268,61
1269,141
1270,58
1271,58
1272,1
1273,194
1274,85
1275,118
1276,183
1277,27
1278,175
1279,214
1280,89
1281,217
1282,233
1283,239
1284,120
1285,147
1286,245
1287,149
1288,113
1289,47
1290,33
1291,37
1292,183
1293,82
1294,232
1295,167
1296,163
1297,101
1298,120
1299,47
1300,136
1301,236
1302,189
1303,212
1304,124
1305,156
1306,201
1307,154
1308,190
1309,211
1310,245
1311,59
1312,155
1313,85
1314,199
1315,67
1316,60
1317,90
1318,213
1319,150
1320,47
1321,184
1322,29
1323,141
1324,135
1325,235
1326,218
1327,102
1328,148
1329,25
1330,110
1331,205
1332,31
1333,66
1334,219
1335,33
1336,141
1337,21
1338,211
1339,88
1340,116
1341,166
1342,45
1343,113
1344,49
1345,214
1346,103
1347,113
1348,241
1349,205
1350,231
1351,226
1352,45
1353,234
1354,252
1355,159
1356,75
1357,49
1358,104
1359,168
1360,36
1361,240
1362,145
1363,192
1364,152
1365,123
1366,162
1367,212
1368,10
1369,158
1370,37
1371,234
1372,26
1373,199
1374,126
1375,112
1376,229
1377,155
1378,177
1379,132
1380,60
1381,201
1382,218
1383,235
1384,179
1385,232
1386,51
1387,16
1388,187
1389,30
1390,32
1391,4
1392,232
1393,229
1394,178
1395,217
1396,243
1397,30
1398,93
1399,164
