,0
285,224
286,204
287,30
288,141
289,209
290,144
291,216
292,187
293,86
294,115
295,117
296,219
297,52
298,245
299,161
300,176
301,178
302,140
303,77
304,52
305,221
306,131
307,19
308,28
309,186
310,240
311,228
312,110
313,115
314,107
315,81
316,131
317,147
318,167
319,63
320,155
321,200
322,208
323,188
324,68
325,163
326,91
327,115
328,232
329,6
330,133
331,244
332,222
333,176
334,226
335,158
336,24
337,133
338,82
339,194
340,37
341,211
342,96
343,135
344,224
345,138
346,20
347,6
348,123
349,78
350,122
351,122
352,251
353,141
354,242
355,192
356,88
357,2
358,2
359,26
360,234
361,221
362,207
363,113
364,193
365,177
366,241
367,192
368,163
369,232
370,35
371,138
372,88
373,105
374,117
375,229
376,253
377,236
378,60
379,41
380,87
381,175
382,205
383,136
384,250
385,129
386,115
387,85
388,228
389,194
390,231
391,60
392,48
393,125
394,97
395,179
396,198
397,18
398,101
399,217
400,42
401,219
402,152
403,154
404,10
405,20
406,125
407,78
408,53
409,125
410,75
411,34
412,49
413,234
414,174
415,219
416,157
417,16
418,121
419,108
420,220
421,126
422,99
423,18
424,120
425,203
426,126
427,185
428,188
429,238
430,89
431,169
432,126
433,162
434,248
435,204
436,206
437,138
438,252
439,57
440,233
441,200
442,130
443,37
444,218
445,162
446,150
447,23
448,155
449,199
450,197
451,173
452,197
453,76
454,129
455,146
456,125
457,32
458,220
459,191
460,97
461,134
462,251
463,13
464,234
465,240
466,31
467,22
468,101
469,81
470,230
471,22
472,66
473,233
474,0
475,183
476,140
477,200
478,185
479,211
480,167
481,223
482,234
483,112
484,154
485,201
486,139
487,136
488,178
489,14
490,250
491,46
492,177
493,224
494,93
495,175
496,2
497,90
498,46
499,117
500,47
501,149
502,42
503,118
504,67
505,142
506,145
507,4
508,213
509,25
510,190
511,102
512,194
513,90
514,16
515,102
516,170
517,245
518,163
519,37
520,83
521,69
522,167
523,93
524,34
525,65
526,117
527,195
528,127
529,190
530,105
531,67
532,180
533,99
534,67
535,21
536,32
537,195
538,246
539,86
540,39
541,9
542,81
543,42
544,185
545,19
546,211
547,111
548,201
549,98
550,182
551,111
552,163
553,173
554,6
555,252
556,119
557,115
558,158
559,54
560,234
561,101
562,78
563,177
564,57
565,196
566,39
567,201
568,211
569,20
570,118
571,16
572,16
573,44
574,22
575,124
576,238
577,191
578,171
579,110
580,85
581,249
582,180
583,195
584,188
585,84
586,132
587,170
588,211
589,16
590,110
591,122
592,159
593,63
594,212
595,172
596,83
597,205
598,228
599,54
600,8
601,3
602,186
603,109
604,77
605,95
606,110
607,158
608,56
609,176
610,166
611,22
612,6
613,70
614,52
615,43
616,42
617,96
618,89
619,165
620,221
621,186
622,226
623,159
624,175
625,230
626,177
627,150
628,149
629,27
630,231
631,15
632,250
633,176
634,225
635,214
636,118
637,129
638,210
639,54
640,248
641,254
642,52
643,107
644,202
645,28
646,67
647,53
648,112
649,67
650,118
651,104
652,159
653,121
654,73
655,163
656,189
657,191
658,116
659,156
660,194
661,23
662,43
663,42
664,94
665,114
666,104
667,97
668,241
669,149
670,221
671,140
672,141
673,41
674,101
675,0
676,166
677,214
678,94
679,250
680,96
681,169
682,43
683,34
684,159
685,107
686,118
687,169
688,210
689,2
690,188
691,59
692,57
693,116
694,69
695,200
696,250
697,99
698,63
699,195
700,56
701,111
702,67
703,49
704,140
705,73
706,157
707,207
708,127
709,157
710,46
711,61
712,102
713,216
714,79
715,121
716,103
717,10
718,191
719,50
720,32
721,48
722,10
723,1
724,104
725,125
726,91
727,203
728,95
729,76
730,73
731,144
732,75
733,72
734,123
735,25
736,151
737,175
738,183
739,65
740,105
741,38
742,101
743,31
744,163
745,4
746,146
747,222
748,156
749,113
750,56
751,202
752,165
753,219
754,33
755,187
756,145
757,60
758,177
759,167
760,97
761,145
762,196
763,203
764,228
765,121
766,71
767,209
768,233
769,105
770,242
771,250
772,167
773,46
774,84
775,193
776,15
777,185
778,137
779,152
780,231
781,8
782,167
783,115
784,169
785,107
786,207
787,42
788,152
789,97
790,217
791,35
792,211
793,159
794,34
795,68
796,247
797,118
798,209
799,52
800,26
801,101
802,5
803,12
804,11
805,166
806,118
807,175
808,139
809,114
810,137
811,137
812,133
813,91
814,94
815,141
816,114
817,250
818,159
819,54
820,63
821,71
822,40
823,6
824,61
825,16
826,75
827,155
828,233
829,148
830,249
831,226
832,161
833,38
834,80
835,62
836,9
837,54
838,206
839,123
840,2
841,232
842,34
843,186
844,29
845,71
846,162
847,1
848,26
849,133
850,96
851,86
852,108
853,12
854,179
855,168
856,141
857,37
858,175
859,20
860,185
861,133
862,80
863,200
864,153
865,76
866,26
867,13
868,57
869,10
870,88
871,202
872,186
873,104
874,174
875,171
876,110
877,232
878,79
879,3
880,135
881,64
882,62
883,23
884,202
885,95
886,151
887,240
888,220
889,182
890,162
891,65
892,60
893,101
894,129
895,240
896,87
897,66
898,87
899,135
900,185
901,144
902,126
903,241
904,230
905,99
906,245
907,203
908,49
909,61
910,36
911,50
912,162
913,138
914,65
915,137
916,9
917,39
918,85
919,194
920,94
921,235
922,55
923,4
924,250
925,178
926,124
927,78
928,165
929,239
930,219
931,231
932,69
933,254
934,13
935,16
936,61
937,161
938,210
939,172
940,148
941,170
942,83
943,174
944,204
945,250
946,188
947,180
948,81
949,252
950,139
951,89
952,155
953,203
954,97
955,1
956,135
957,11
958,160
959,188
960,129
961,9
962,34
963,85
964,55
965,2
966,29
967,213
968,196
969,239
970,222
971,164
972,60
973,68
974,31
975,180
976,63
977,13
978,85
979,118
980,128
981,159
982,189
983,247
984,211
985,110
986,185
987,221
988,233
989,128
990,69
991,114
992,141
993,190
994,2
995,114
996,30
997,168
998,147
999,182
1000,158
1001,209
1002,78
1003,243
1004,171
1005,17
1006,250
1007,51
1008,25
1009,252
1010,185
1011,117
1012,1
1013,24
1014,143
1015,146
1016,63
1017,192
1018,237
1019,251
1020,122
1021,104
1022,60
1023,169
1024,178
1025,25
1026,14
1027,190
1028,201
1029,165
1030,139
1031,166
1032,186
1033,127
1034,219
1035,250
1036,120
1037,168
1038,55
1039,207
1040,9
1041,7
1042,47
1043,209
1044,156
1045,6
1046,51
1047,70
1048,243
1049,109
1050,247
1051,39
1052,242
1053,224
1054,76
1055,141
1056,233
1057,66
1058,109
1059,36
1060,92
1061,6
1062,170
1063,155
1064,85
1065,224
1066,219
1067,160
1068,186
1069,217
1070,25
1071,29
1072,96
1073,218
1074,139
1075,124
1076,51
1077,23
1078,232
1079,27
1080,30
1081,155
1082,17
1083,16
1084,194
1085,120
1086,83
1087,228
1088,59
1089,103
1090,137
1091,174
1092,73
1093,56
1094,121
1095,13
1096,102
1097,108
1098,27
1099,144
1100,180
1101,22
1102,200
1103,214
1104,128
1105,116
1106,73
1107,22
1108,232
1109,70
1110,157
1111,216
1112,233
1113,133
1114,75
1115,84
1116,124
1117,191
1118,177
1119,84
1120,251
1121,228
1122,9
1123,101
1124,76
1125,203
1126,187
1127,200
1128,193
1129,249
1130,90
1131,136
1132,87
1133,53
1134,17
1135,181
1136,55
1137,189
1138,89
1139,198
1140,231
1141,90
1142,146
1143,136
1144,177
1145,30
1146,230
1147,40
1148,3
1149,190
1150,43
1151,120
1152,156
1153,46
1154,26
1155,154
1156,38
1157,213
1158,179
1159,15
1160,68
1161,189
1162,0
1163,51
1164,148
1165,230
1166,59
1167,163
1168,48
1169,131
1170,91
1171,198
1172,112
1173,189
1174,24
1175,202
1176,160
1177,132
1178,96
1179,149
1180,67
1181,74
1182,112
1183,128
1184,82
1185,132
1186,126
1187,222
1188,131
1189,161
1190,238
1191,21
1192,236
1193,166
1194,237
1195,98
1196,245
1197,105
1198,159
1199,137
