,0
1100,110
1101,86
1102,19
1103,215
1104,196
1105,209
1106,152
1107,246
1108,68
1109,212
1110,61
1111,122
1112,59
1113,202
1114,202
1115,29
1116,51
1117,178
1118,72
1119,80
1120,165
1121,157
1122,75
1123,167
1124,193
1125,251
1126,31
1127,80
1128,203
1129,68
1130,174
1131,0
1132,167
1133,169
1134,4
1135,65
1136,151
1137,80
1138,90
1139,162
1140,186
1141,62
1142,17
1143,251
1144,152
1145,188
1146,35
1147,174
1148,85
1149,252
1150,87
1151,136
1152,120
1153,118
1154,48
1155,245
1156,250
1157,23
1158,204
1159,213
1160,219
1161,230
1162,134
1163,141
1164,163
1165,162
1166,48
1167,189
1168,192
1169,231
1170,29
1171,124
1172,121
1173,68
1174,188
1175,244
1176,75
1177,58
1178,148
1179,22
1180,238
1181,188
1182,229
1183,16
1184,104
1185,141
1186,208
1187,228
1188,135
1189,176
1190,252
1191,172
1192,23
1193,21
1194,232
1195,28
1196,209
1197,235
1198,229
1199,14
1200,141
1201,243
1202,223
1203,89
1204,110
1205,79
1206,181
1207,101
1208,196
1209,77
1210,70
1211,94
1212,14
1213,141
1214,176
1215,43
1216,218
1217,181
1218,61
1219,13
1220,167
1221,3
1222,60
1223,239
1224,94
1225,11
1226,2
1227,88
1228,199
1229,216
1230,124
1231,49
1232,63
1233,156
1234,207
1235,224
1236,122
1237,112
1238,154
1239,199
1240,136
1241,201
1242,232
1243,2
1244,18
1245,30
1246,156
1247,37
1248,138
1249,9
1250,64
1251,134
1252,244
1253,231
1254,50
1255,124
1256,238
1257,35
1258,87
1259,197
1260,213
1261,85
1262,165
1263,240
1264,150
1265,181
1266,40
1267,230
1268,125
1269,253
1270,212
1271,152
1272,110
1273,168
1274,246
1275,67
1276,213
1277,160
1278,204
1279,35
1280,165
1281,170
1282,33
1283,22
1284,11
1285,178
1286,82
1287,139
1288,242
1289,107
1290,24
1291,46
1292,34
1293,195
1294,237
1295,84
1296,148
1297,73
1298,54
1299,102
1300,87
1301,235
1302,235
1303,42
1304,204
1305,200
1306,253
1307,129
1308,197
1309,58
1310,149
1311,84
1312,27
1313,155
1314,1
1315,250
1316,197
1317,223
1318,135
1319,5
1320,84
1321,78
1322,117
1323,193
1324,172
1325,193
1326,9
1327,168
1328,222
1329,112
1330,54
1331,78
1332,178
1333,89
1334,250
1335,162
1336,193
1337,70
1338,93
1339,14
1340,32
1341,175
1342,163
1343,55
1344,61
1345,135
1346,131
1347,76
1348,141
1349,151
1350,221
1351,66
1352,122
1353,206
1354,193
1355,165
1356,126
1357,50
1358,240
1359,181
1360,71
1361,19
1362,104
1363,248
1364,206
1365,80
1366,40
1367,26
1368,149
1369,107
1370,242
1371,84
1372,175
1373,3
1374,78
1375,238
1376,80
1377,76
1378,226
1379,110
1380,105
1381,83
1382,213
1383,74
1384,147
1385,84
1386,158
1387,140
1388,53
1389,96
1390,123
1391,208
1392,94
1393,203
1394,85
1395,164
1396,226
1397,125
1398,127
1399,84
